B1,B2,B3,B4,B5,B6,B7,B8,B8A,B9,B11,B12,NDVI,entropy,lc,random_split
0.068,0.05855,0.0947,0.1105,0.14375,0.1706,0.18685,0.2106,0.2092,0.2348,0.2702,0.2159,0.3117409,3.559978998942834,2,0.7708673778767849
0.04405,0.05445,0.0767,0.0832,0.13005,0.1969,0.21575,0.2346,0.2388,0.2388,0.239,0.1822,0.47640023,3.542650319428835,2,0.7516983895304296
0.0481,0.0435,0.0555,0.059,0.0975,0.1825,0.2079,0.2096,0.2224,0.2369,0.1893,0.1396,0.56068504,3.5231555549755864,2,0.749490420317068
0.04055,0.04535,0.05965,0.06635,0.1019,0.16565,0.1832,0.2175,0.2064,0.2149,0.20475,0.14615,0.53249955,3.460339091737341,2,0.7492199515836188
0.0726,0.075,0.1046,0.115,0.15505,0.2008,0.21465,0.2356,0.2352,0.2484,0.2492,0.1983,0.3439817,3.460339091737341,2,0.7414862567704135
0.0317,0.03645,0.05965,0.0506,0.0937,0.205,0.2302,0.2444,0.25145,0.24395,0.18125,0.11745,0.65694916,3.456006921858841,2,0.7345351089212517
0.0832,0.0398,0.0467,0.0544,0.0749,0.0754,0.0872,0.0749,0.1007,0.2282,0.1635,0.1403,0.15854602,3.5773076784568323,2,0.7339440777848655
0.03785,0.036,0.0628,0.05865,0.11725,0.221,0.2564,0.2868,0.2907,0.295,0.2076,0.12265,0.6604429,3.45649550936952,2,0.7248640303546159
0.062,0.0609,0.0827,0.0908,0.1368,0.1892,0.20595,0.2251,0.23335,0.2407,0.2292,0.1785,0.4251345,3.5686433386998333,2,0.7239502241428568
0.06105,0.0438,0.06385,0.06355,0.10485,0.18475,0.19885,0.2432,0.21765,0.23815,0.19235,0.14005,0.58565605,3.460339091737341,2,0.7009701913643838
0.07945,0.09365,0.124,0.1374,0.18155,0.22715,0.24115,0.2528,0.2642,0.2558,0.2877,0.22855,0.29574573,3.4646712616158406,2,0.6867713150100976
0.04845,0.05785,0.08125,0.0963,0.1321,0.18375,0.20135,0.2137,0.223,0.2217,0.23175,0.17575,0.37870967,3.4646712616158406,2,0.6641132358857197
0.049,0.0628,0.0942,0.1028,0.1454,0.1946,0.2117,0.2402,0.2386,0.2442,0.2705,0.2089,0.4005831,3.4646712616158406,2,0.6533815218211054
0.099,0.1072,0.1377,0.1551,0.1867,0.24795,0.27,0.3002,0.29685,0.32435,0.29665,0.21615,0.31869096,3.460339091737341,2,0.6480608811327394
0.0561,0.0642,0.08,0.084,0.1237,0.179,0.1961,0.2146,0.2132,0.2205,0.2253,0.1677,0.4373744,3.5773076784568323,2,0.6356947342175255
0.1305,0.1095,0.1436,0.1612,0.19285,0.2318,0.2477,0.2816,0.26935,0.323,0.31005,0.2479,0.27190605,3.4603390917373407,2,0.6338464396926635
0.0579,0.0535,0.0761,0.08665,0.12065,0.20335,0.23145,0.2441,0.24855,0.255,0.23085,0.175,0.47603932,3.5773076784568323,2,0.6293401553528969
0.0427,0.0442,0.0694,0.0664,0.1231,0.1886,0.2105,0.245,0.2455,0.2453,0.2372,0.1471,0.57353884,3.4949964507653384,2,0.6202505688127178
0.0899,0.06435,0.0924,0.0913,0.1482,0.19445,0.21165,0.2127,0.21875,0.23505,0.22065,0.18925,0.3993421,3.531819894732586,2,0.6052076082697372
0.054,0.0572,0.0782,0.0907,0.1332,0.217,0.239,0.2664,0.2617,0.2648,0.2457,0.1811,0.49201906,3.3801939489850974,2,0.5974371229777098
0.06655,0.07335,0.1007,0.1088,0.15885,0.2315,0.2472,0.2591,0.264,0.25685,0.24845,0.18975,0.4085349,3.4495086670410924,2,0.596263611603487
0.0406,0.05765,0.0856,0.09325,0.13335,0.22705,0.26085,0.2771,0.2804,0.2894,0.21825,0.14725,0.4964223,3.5079929604008377,2,0.5918439094282231
0.04715,0.0538,0.0766,0.08195,0.1222,0.2091,0.2354,0.2553,0.2636,0.2669,0.2161,0.15675,0.51401037,3.3953565435598465,2,0.5906790638635298
0.0688,0.0607,0.0854,0.1026,0.1595,0.2076,0.2213,0.231,0.2452,0.2425,0.2979,0.2483,0.3848921,3.4603390917373416,2,0.5813035044976694
0.03885,0.04275,0.0666,0.0667,0.12375,0.23505,0.27535,0.2986,0.30485,0.3188,0.21845,0.13195,0.6348207,3.4646712616158406,2,0.5722923756055115
0.06245,0.0412,0.06395,0.07135,0.12625,0.1675,0.1791,0.1858,0.19265,0.2248,0.25315,0.20545,0.44507098,3.5773076784568323,2,0.5683615202309573
0.1101,0.0753,0.1044,0.1166,0.2024,0.2633,0.28205,0.2504,0.2991,0.35145,0.31435,0.2374,0.36457768,3.490664280886839,2,0.5679835958982298
0.045,0.0424,0.0622,0.0584,0.1023,0.195,0.2065,0.238,0.2221,0.2355,0.206,0.1429,0.6059379,3.464671261615841,2,0.5631767603738501
0.0422,0.0488,0.0658,0.0653,0.114,0.1867,0.2125,0.2144,0.2385,0.258,0.2172,0.1284,0.5330711,3.460339091737341,2,0.5443172951429281
0.0462,0.052,0.07545,0.08125,0.1403,0.24035,0.26355,0.2744,0.2867,0.2882,0.2305,0.16075,0.5430901,3.566477253760583,2,0.541126976153864
0.07955,0.1026,0.1366,0.1679,0.2111,0.24115,0.2577,0.2785,0.2808,0.28375,0.3516,0.28915,0.24775985,3.5686433386998333,2,0.5400611853604182
0.0681,0.0852,0.105,0.114,0.1664,0.2051,0.217,0.2196,0.2388,0.2294,0.2628,0.217,0.31654677,3.46467126161584,2,0.5364795386375177
0.03695,0.04195,0.06125,0.0573,0.1009,0.1807,0.19895,0.2165,0.2247,0.22865,0.19895,0.12605,0.5814463,3.4495086670410924,2,0.5311525928714662
0.04,0.0452,0.0626,0.0652,0.1083,0.1888,0.2157,0.2132,0.2327,0.2448,0.1946,0.1442,0.5316092,3.555646829064334,2,0.5151101785295372
0.0454,0.08355,0.1134,0.1404,0.17145,0.24055,0.26735,0.2859,0.2863,0.27645,0.25685,0.19975,0.34130892,3.5773076784568323,2,0.4972951391143181
0.0379,0.0416,0.0625,0.0594,0.1148,0.1824,0.2088,0.2288,0.2425,0.2521,0.2359,0.1501,0.58778626,3.4819999411298395,2,0.4924236877411974
0.05405,0.0508,0.0742,0.0798,0.12695,0.20035,0.2224,0.2401,0.24575,0.2697,0.239,0.1725,0.5010941,3.4646712616158406,2,0.4893211583297687
0.0516,0.0564,0.0786,0.0822,0.1193,0.1832,0.2013,0.2104,0.2291,0.2519,0.1994,0.1553,0.4381408,3.464671261615841,2,0.482160878949317
0.0412,0.0444,0.0686,0.0601,0.1179,0.2159,0.2533,0.281,0.2902,0.3045,0.2261,0.1423,0.64761066,3.4430104122233427,2,0.4767424826706673
0.0372,0.0433,0.062,0.0608,0.1119,0.1721,0.1913,0.2088,0.2054,0.2217,0.2105,0.135,0.5489614,3.460339091737341,2,0.4764579489040617
0.0474,0.04475,0.0743,0.068,0.12765,0.2159,0.2622,0.2961,0.2841,0.28295,0.22415,0.14415,0.6264762,3.460339091737341,2,0.4715872101956538
0.0445,0.0439,0.0603,0.0666,0.1069,0.1685,0.1844,0.199,0.2047,0.208,0.2032,0.1452,0.49849397,3.460339091737341,2,0.4674768926761712
0.0637,0.0524,0.08015,0.0776,0.1513,0.20685,0.2254,0.2454,0.25415,0.26175,0.2775,0.19685,0.5195046,3.460339091737341,2,0.4673531089095574
0.0654,0.0591,0.0801,0.0841,0.1306,0.19315,0.21485,0.2175,0.2313,0.2626,0.23565,0.17295,0.44230768,3.5773076784568323,2,0.4624260495175297
0.06475,0.04735,0.07155,0.0697,0.10645,0.19495,0.2192,0.235,0.23395,0.25655,0.19615,0.14175,0.5425008,3.4690034314943405,2,0.4157464755391813
0.05055,0.04355,0.0593,0.06625,0.1026,0.17215,0.19765,0.195,0.2037,0.20495,0.2145,0.16105,0.49282297,3.5773076784568323,2,0.4018231036910529
0.0619,0.0843,0.111,0.1322,0.163,0.1912,0.2088,0.2398,0.2354,0.2622,0.306,0.2514,0.2892473,3.427847817648594,2,0.3979100341513624
0.0721,0.0697,0.0994,0.1146,0.1571,0.20435,0.21505,0.227,0.2407,0.2652,0.2507,0.20305,0.3290398,3.5773076784568323,2,0.3680342264127668
0.0426,0.0508,0.0722,0.0808,0.1214,0.1647,0.1814,0.2148,0.2065,0.217,0.241,0.1834,0.45331532,3.4646712616158406,2,0.3653411504549303
0.05735,0.0469,0.07275,0.07165,0.10825,0.17735,0.1917,0.1979,0.20945,0.22695,0.1928,0.13605,0.4683732,3.430013902587844,2,0.3633549437346248
0.06,0.0626,0.0828,0.0984,0.1473,0.2098,0.2346,0.2344,0.2604,0.2586,0.2647,0.1929,0.40865386,3.4646712616158406,2,0.3618688515009455
0.0477,0.0497,0.0713,0.0745,0.1268,0.2163,0.2471,0.2684,0.2675,0.2614,0.2382,0.1506,0.565471,3.460339091737341,2,0.3554337422270754
0.0816,0.05265,0.0841,0.1016,0.15165,0.20785,0.23445,0.2285,0.25845,0.2763,0.32285,0.24875,0.38442895,3.3589793401239705,2,0.3526249417456637
0.05605,0.098,0.1527,0.1761,0.179,0.20985,0.2279,0.2521,0.24245,0.22365,0.3055,0.2607,0.17748713,3.5773076784568323,2,0.3515753148051755
0.096,0.0628,0.0782,0.0831,0.1426,0.1913,0.2052,0.1954,0.2271,0.2544,0.2348,0.188,0.4032316,3.490664280886838,2,0.3422017238458426
0.0512,0.0434,0.07285,0.06225,0.1169,0.2363,0.26005,0.2719,0.2777,0.29335,0.1807,0.1356,0.62741286,3.456006921858841,2,0.3290728030027136
0.03335,0.03995,0.06525,0.0647,0.11005,0.1876,0.20675,0.2329,0.22695,0.25425,0.1899,0.1258,0.56518817,3.5773076784568323,2,0.3283132372534195
0.065,0.04475,0.0644,0.0613,0.1041,0.19345,0.22145,0.2101,0.23885,0.2368,0.1789,0.1342,0.54826826,3.460339091737341,2,0.3260023319823319
0.0495,0.0478,0.0707,0.07175,0.11085,0.18195,0.19935,0.191,0.2158,0.2361,0.19725,0.13625,0.45385346,3.5773076784568323,2,0.3255265885442032
0.053,0.0695,0.0911,0.1058,0.1346,0.195,0.211,0.2358,0.2299,0.2504,0.2517,0.1887,0.38056204,3.4646712616158406,2,0.3143091419475987
0.0585,0.0709,0.0922,0.1016,0.1319,0.1785,0.193,0.2294,0.2116,0.2236,0.2145,0.1717,0.3861027,3.438678242344843,2,0.3025415232864782
0.0382,0.0447,0.0603,0.0751,0.1036,0.1439,0.1589,0.1698,0.1797,0.1865,0.2365,0.1819,0.38668847,3.5686433386998333,2,0.3014301214196256
0.05675,0.0428,0.0651,0.06615,0.1297,0.22845,0.2583,0.2781,0.28785,0.2712,0.23345,0.1618,0.6156863,3.4646712616158406,2,0.2989902048004725
0.0594,0.0476,0.064,0.0693,0.1114,0.19625,0.2219,0.2571,0.24755,0.2717,0.2249,0.1413,0.5753676,3.460339091737341,2,0.2942769450396721
0.0306,0.0415,0.0656,0.0603,0.0989,0.226,0.252,0.2786,0.2734,0.2664,0.171,0.1066,0.6441428,3.456006921858841,2,0.2924701639108477
0.05455,0.06605,0.0864,0.09165,0.1368,0.23395,0.25125,0.2584,0.2639,0.25535,0.2159,0.15855,0.4763605,3.4906642808868384,2,0.2879398719486473
0.059,0.0652,0.0959,0.1102,0.17165,0.2051,0.2191,0.1948,0.2396,0.22205,0.29895,0.2548,0.27737704,3.5773076784568323,2,0.2687272919812004
0.0457,0.0524,0.0728,0.0772,0.1172,0.1884,0.2028,0.2176,0.2221,0.2265,0.2143,0.1578,0.4762551,3.5773076784568323,2,0.2678237548886296
0.0651,0.075,0.1046,0.1144,0.1652,0.2393,0.2599,0.2656,0.2726,0.2784,0.2723,0.2195,0.39789474,3.460339091737341,2,0.2586027400042245
0.0427,0.0417,0.0669,0.0599,0.1088,0.1942,0.2202,0.245,0.2515,0.2646,0.2057,0.1286,0.6070843,3.5166573001578367,2,0.2345311765013306
0.04245,0.0708,0.1024,0.1299,0.157,0.2,0.2172,0.2193,0.23,0.21365,0.2698,0.21095,0.25601378,3.4646712616158406,2,0.2323868903073009
0.0745,0.0651,0.09,0.1056,0.1393,0.2095,0.2393,0.264,0.2731,0.2843,0.2542,0.1824,0.42857143,3.5773076784568323,2,0.2155732654844787
0.0552,0.0468,0.0707,0.0726,0.14235,0.24705,0.2787,0.2922,0.3068,0.28915,0.21995,0.153,0.6019737,3.3953565435598465,2,0.2100537202209725
0.0355,0.044,0.0642,0.079,0.1145,0.1777,0.1918,0.2134,0.1988,0.1806,0.2556,0.195,0.45964432,3.460339091737341,2,0.205249092256967
0.07435,0.0506,0.0771,0.0736,0.1319,0.1868,0.2079,0.2317,0.2281,0.2541,0.27525,0.18875,0.5178513,3.505826875461588,2,0.1922709598849704
0.0383,0.041,0.0633,0.06815,0.10615,0.1887,0.2104,0.2186,0.24185,0.2414,0.20445,0.13415,0.5246731,3.456006921858841,2,0.1528778638479672
0.0834,0.0828,0.113,0.1323,0.14045,0.1451,0.1527,0.1629,0.1586,0.18155,0.2556,0.237,0.10365852,3.4690034314943405,2,0.1441900174249897
0.0887,0.064,0.0862,0.0907,0.1589,0.2323,0.2585,0.2366,0.2793,0.2921,0.2638,0.1938,0.4457684,3.48199994112984,2,0.1431387766935475
0.0811,0.0875,0.1204,0.1325,0.183,0.26475,0.27935,0.2913,0.30075,0.2779,0.25995,0.2062,0.37470508,3.460339091737341,2,0.1392738114975876
0.05375,0.0535,0.0738,0.0812,0.12115,0.17765,0.19515,0.2116,0.2178,0.23305,0.2349,0.1815,0.44535518,3.453840836919591,2,0.1354898272802367
0.0386,0.0548,0.0841,0.0828,0.1142,0.16,0.1786,0.1958,0.1961,0.2018,0.2047,0.1427,0.40559945,3.555646829064334,2,0.1336078291561099
0.0433,0.0434,0.0636,0.0667,0.1183,0.1866,0.2126,0.2258,0.2399,0.2568,0.2393,0.1567,0.5439316,3.4646712616158406,2,0.1284758652041825
0.05605,0.049,0.0743,0.0814,0.13415,0.17575,0.18995,0.1904,0.20905,0.22365,0.2654,0.2095,0.40103018,3.488498195947589,2,0.1101460025839901
0.0414,0.04355,0.0695,0.0622,0.1265,0.1969,0.2198,0.2369,0.24975,0.2546,0.22295,0.1379,0.5840856,3.4646712616158406,2,0.1077417952796221
0.0394,0.05355,0.0757,0.0761,0.1243,0.1929,0.21225,0.2331,0.2383,0.2298,0.2159,0.1515,0.50776196,3.46467126161584,2,0.1067617410382607
0.043,0.0428,0.0591,0.05855,0.09645,0.19005,0.21145,0.2251,0.23095,0.23125,0.19445,0.12915,0.58716726,3.5773076784568323,2,0.0918298800358056
0.0495,0.045,0.071,0.0667,0.1231,0.2288,0.2373,0.267,0.249,0.2942,0.2288,0.1519,0.60023975,3.4430104122233427,2,0.0911747313989627
0.0405,0.0424,0.0651,0.0621,0.1158,0.2022,0.2275,0.2618,0.259,0.2492,0.2158,0.1352,0.6165483,3.4819999411298395,2,0.0849062643559562
0.043,0.0424,0.0622,0.0584,0.1048,0.2148,0.2391,0.2612,0.2594,0.2593,0.2107,0.1387,0.6345432,3.5686433386998333,2,0.0804352736280404
0.0537,0.0806,0.119,0.1346,0.1756,0.2266,0.2275,0.2474,0.2526,0.275,0.2475,0.2077,0.29528797,3.5773076784568323,2,0.0736702956464813
0.0441,0.0444,0.0611,0.0617,0.1063,0.2111,0.2327,0.238,0.2538,0.265,0.1968,0.1308,0.5882549,3.4430104122233423,2,0.0716257732528173
0.0403,0.0525,0.07105,0.07185,0.12045,0.20365,0.23105,0.2538,0.26395,0.2742,0.2353,0.14985,0.5587287,3.460339091737341,2,0.071354334001605
0.0477,0.06605,0.09135,0.0948,0.14075,0.20655,0.22375,0.2421,0.24915,0.28975,0.22315,0.16805,0.4372217,3.5773076784568323,2,0.0654147651473119
0.0426,0.0493,0.0722,0.076,0.1183,0.1806,0.2004,0.2336,0.232,0.2238,0.2269,0.1554,0.50904393,3.5686433386998333,2,0.0629724285885948
0.04765,0.1317,0.1928,0.2165,0.19665,0.2481,0.25955,0.3032,0.2831,0.2408,0.29375,0.24615,0.16682702,3.4646712616158406,2,0.0568297652064994
0.0509,0.06,0.0903,0.08845,0.1462,0.2406,0.2602,0.2839,0.27705,0.26975,0.21235,0.155,0.5249094,3.5773076784568323,2,0.0530762531347158
0.06675,0.07105,0.0961,0.1055,0.14255,0.19295,0.20995,0.2341,0.22515,0.23875,0.2489,0.18795,0.3786808,3.5686433386998333,2,0.0526471095085619
0.076,0.0624,0.0938,0.1018,0.1279,0.2158,0.2388,0.2632,0.2604,0.282,0.2347,0.1673,0.4421918,3.464671261615841,2,0.0327444506895666
0.04015,0.06065,0.0837,0.09275,0.1338,0.20095,0.22605,0.2126,0.244,0.2477,0.2465,0.18035,0.3925004,3.4646712616158406,2,0.028989636353227
0.0629,0.0559,0.0852,0.0814,0.128,0.2303,0.2532,0.2598,0.2863,0.2948,0.2024,0.1497,0.52286047,3.5686433386998333,2,0.0189073673202405
0.0609,0.0748,0.09965,0.1193,0.1562,0.18855,0.20565,0.2169,0.2275,0.2431,0.31715,0.25055,0.2903034,3.3390383351393504,3,0.6217590480683387
0.1035,0.0445,0.06455,0.06085,0.1083,0.1906,0.21785,0.2283,0.2341,0.2765,0.19165,0.12985,0.5791112,3.5686433386998333,3,0.6926017732093651
0.04455,0.0548,0.07825,0.0824,0.12835,0.16705,0.1842,0.1976,0.20245,0.2132,0.25725,0.2085,0.41142857,3.5686433386998333,3,0.1948006267858576
0.04665,0.04625,0.06955,0.0681,0.12,0.22845,0.25435,0.2798,0.29215,0.2953,0.2179,0.13115,0.60850817,3.555646829064334,3,0.5657268527866908
0.04335,0.0443,0.06365,0.06365,0.10965,0.16615,0.1883,0.1987,0.2141,0.2386,0.21635,0.14315,0.5147703,3.4646712616158406,3,0.5733809688273398
0.0503,0.0503,0.0714,0.0835,0.1333,0.2139,0.2352,0.2524,0.2654,0.2808,0.2516,0.1811,0.50282824,3.5773076784568323,3,0.549123125146248
0.03795,0.0384,0.0603,0.0595,0.10745,0.16255,0.1826,0.2066,0.20785,0.2211,0.2152,0.1383,0.5527997,3.5773076784568323,3,0.6635484990039965
0.0726,0.0584,0.0914,0.1031,0.15665,0.19725,0.2144,0.2023,0.22935,0.24205,0.2608,0.2196,0.3248199,3.516657300157837,3,0.6202141695080543
0.0455,0.06985,0.08615,0.0936,0.1346,0.20985,0.2393,0.2618,0.25385,0.26325,0.23345,0.1734,0.47326955,3.490664280886839,3,0.5032707925542885
0.03555,0.04635,0.069,0.0686,0.1167,0.1987,0.2279,0.2523,0.25025,0.24765,0.21185,0.136,0.5724525,3.4603390917373416,3,0.3379868486325126
0.0627,0.04855,0.0738,0.06785,0.12785,0.23005,0.25885,0.2924,0.2994,0.2964,0.22085,0.13885,0.6233171,3.5773076784568323,3,0.5663457449169149
0.0521,0.04275,0.06125,0.05935,0.1057,0.1844,0.20865,0.2288,0.2301,0.24315,0.20985,0.1326,0.58806175,3.4646712616158406,3,0.4314038824213374
0.0506,0.046,0.0706,0.06735,0.1245,0.21345,0.24375,0.2627,0.2749,0.2729,0.22605,0.1429,0.59188,3.4646712616158406,3,0.3887470619222455
0.05875,0.0755,0.1024,0.105,0.14195,0.21285,0.23565,0.2499,0.2598,0.26615,0.2448,0.18345,0.40828404,3.542650319428835,3,0.728210039536578
0.05475,0.09025,0.1126,0.1204,0.1353,0.21105,0.22945,0.2357,0.2537,0.24025,0.22565,0.16865,0.32378545,3.436512157405593,3,0.2472381204479508
0.0328,0.03845,0.0636,0.05175,0.11175,0.20365,0.23415,0.2636,0.26355,0.2568,0.1923,0.11405,0.6717932,3.460339091737341,3,0.4761617655977294
0.077,0.0585,0.08055,0.0916,0.1437,0.192,0.2062,0.2255,0.227,0.27495,0.26445,0.19545,0.42226428,3.4646712616158406,3,0.697878275028173
0.0741,0.0672,0.0892,0.1108,0.1501,0.1768,0.1931,0.2008,0.2102,0.2541,0.2893,0.2406,0.28883186,3.449508667041092,3,0.6452565561582317
0.08355,0.0443,0.06395,0.0591,0.09675,0.1798,0.1952,0.1957,0.2168,0.25125,0.187,0.1328,0.53610677,3.460339091737341,3,0.3609771253234357
0.0343,0.0428,0.06285,0.06395,0.10655,0.16175,0.1804,0.205,0.20905,0.21725,0.22375,0.14785,0.5244469,3.5448164043680856,3,0.0881084453433318
0.03555,0.0363,0.0579,0.0533,0.09475,0.17615,0.1959,0.203,0.22405,0.2346,0.1863,0.1179,0.5840811,3.5686433386998333,3,0.0257477066361658
0.0465,0.053,0.0712,0.0798,0.1251,0.1816,0.2086,0.2338,0.2444,0.2672,0.2645,0.1803,0.4910714,3.438678242344843,3,0.677870882525603
0.0553,0.0588,0.0756,0.0855,0.1413,0.1993,0.2245,0.2542,0.2565,0.2544,0.2836,0.2112,0.49661466,3.5339859796718365,3,0.6677923724057251
0.055,0.049,0.06755,0.0663,0.1061,0.18665,0.20185,0.2178,0.2241,0.2304,0.20795,0.13955,0.53326297,3.4646712616158406,3,0.6409771979308687
0.04495,0.05755,0.08045,0.0931,0.1416,0.1925,0.20915,0.2168,0.23305,0.24215,0.2803,0.2152,0.39916104,3.460339091737341,3,0.4887761746525405
0.04675,0.04945,0.07335,0.0763,0.1326,0.19895,0.2264,0.2459,0.2542,0.26745,0.2611,0.1846,0.52638113,3.4646712616158406,3,0.090194705435376
0.03965,0.06185,0.08725,0.0922,0.12985,0.20605,0.2282,0.2626,0.24525,0.24085,0.2267,0.1472,0.48027056,3.4603390917373416,3,0.5743433253721837
0.0613,0.1086,0.1403,0.1749,0.1817,0.217,0.22625,0.2695,0.24885,0.2569,0.3134,0.255,0.21287128,3.460339091737341,3,0.5086056913027112
0.0487,0.0648,0.09035,0.1085,0.14075,0.19275,0.2151,0.2316,0.22375,0.2291,0.2887,0.21405,0.3619524,3.4646712616158406,3,0.2260635322833908
0.0717,0.0676,0.097,0.1076,0.1454,0.18445,0.2034,0.2104,0.2214,0.25865,0.27045,0.21155,0.32327044,3.5773076784568323,3,0.5594155751936383
0.05795,0.0605,0.0877,0.0974,0.13945,0.20035,0.22745,0.2445,0.23275,0.254,0.2706,0.1953,0.43024275,3.460339091737341,3,0.5493051721760638
0.06415,0.0518,0.07395,0.08125,0.1299,0.1952,0.22025,0.2518,0.24995,0.2751,0.23945,0.16975,0.51208526,3.4430104122233427,3,0.5368806252906302
0.04565,0.0585,0.089,0.1038,0.1417,0.18375,0.19815,0.2227,0.20805,0.2329,0.2524,0.19605,0.3641654,3.5773076784568323,3,0.1919380277051772
0.05595,0.05145,0.0753,0.0809,0.1288,0.19645,0.2216,0.2064,0.23925,0.24285,0.2568,0.18155,0.43682563,3.460339091737341,3,0.7032187578609351
0.0393,0.04885,0.069,0.07255,0.1184,0.19165,0.21445,0.2327,0.24965,0.2504,0.2267,0.14935,0.52465194,3.5773076784568323,3,0.2163726191637389
0.05755,0.0762,0.1024,0.1158,0.1461,0.22495,0.24575,0.2411,0.2588,0.2676,0.2571,0.1796,0.35107872,3.4646712616158406,3,0.1473798419942534
0.04875,0.05875,0.0759,0.08275,0.15895,0.2312,0.2576,0.2625,0.282,0.2805,0.2316,0.176,0.5206372,3.456006921858841,3,0.136936960861804
0.0553,0.0632,0.082,0.0811,0.1193,0.1919,0.2153,0.2408,0.2397,0.2459,0.2303,0.1547,0.4961168,3.5773076784568323,3,0.1114380566252301
0.0533,0.05305,0.08175,0.08065,0.13735,0.21305,0.2334,0.248,0.26915,0.2801,0.2502,0.17515,0.5092043,3.4560069218588407,3,0.7788413702576257
0.04055,0.0485,0.0707,0.07415,0.11655,0.17,0.19205,0.1942,0.2118,0.22325,0.22415,0.16515,0.4473635,3.5686433386998333,3,0.5155985555556021
0.0467,0.0521,0.0776,0.07405,0.1321,0.21245,0.244,0.2596,0.2589,0.2774,0.2522,0.17205,0.5561217,3.460339091737341,3,0.0106511475338918
0.05205,0.05595,0.081,0.0822,0.1328,0.20925,0.23545,0.2558,0.2598,0.28915,0.2437,0.16,0.51360947,3.449508667041092,3,0.4892479036092232
0.08015,0.0765,0.0993,0.1046,0.15325,0.2274,0.25,0.2694,0.2772,0.2653,0.2515,0.18175,0.44064173,3.460339091737341,3,0.7740723292141397
0.0613,0.0853,0.1094,0.1268,0.1525,0.1828,0.1994,0.229,0.2265,0.2383,0.308,0.2453,0.28724003,3.391024373681346,3,0.1898220663469769
0.0363,0.048,0.0653,0.0724,0.11275,0.1645,0.179,0.1972,0.20615,0.21235,0.233,0.16185,0.462908,3.5426503194288346,3,0.012752830940747
0.0424,0.0508,0.0692,0.0732,0.1186,0.173,0.1952,0.2112,0.2253,0.2516,0.2531,0.1714,0.48523206,3.4906642808868384,3,0.40417166497307
0.06415,0.04575,0.07375,0.06675,0.125,0.2075,0.24635,0.2519,0.274,0.2751,0.23085,0.14795,0.58104503,3.5773076784568323,3,0.1863769855845853
0.07735,0.0946,0.1188,0.138,0.16995,0.22275,0.25055,0.2878,0.2575,0.2614,0.2601,0.2114,0.3518084,3.5773076784568323,3,0.1732437851999808
0.03915,0.06355,0.0852,0.09745,0.127,0.22015,0.24095,0.2449,0.26375,0.25505,0.22345,0.14875,0.43069956,3.542650319428835,3,0.1468307863011728
0.0455,0.0532,0.081,0.08,0.1244,0.2005,0.2326,0.2178,0.2447,0.2722,0.2377,0.1567,0.46272668,3.436512157405593,3,0.0182157263283891
0.07915,0.0767,0.1054,0.1152,0.1561,0.21985,0.23755,0.2334,0.2631,0.2563,0.25835,0.19465,0.3390706,3.5773076784568323,3,0.5537952269888936
0.04675,0.05565,0.0793,0.08325,0.1326,0.19895,0.2264,0.2407,0.2542,0.26745,0.2611,0.1846,0.4860318,3.456006921858841,3,0.4349690437921726
0.0495,0.0506,0.0702,0.0756,0.1337,0.1866,0.2074,0.2302,0.2338,0.2488,0.2602,0.2005,0.5055592,3.5036607905223383,3,0.2422890458188864
0.05755,0.03795,0.0592,0.0593,0.1043,0.14965,0.17125,0.1885,0.19665,0.2294,0.2054,0.13675,0.52138823,3.5404842344895853,3,0.4315157295975763
0.05455,0.0579,0.08585,0.09245,0.15075,0.1979,0.2155,0.2418,0.2461,0.25035,0.2917,0.20735,0.44682124,3.4884981959475896,3,0.4598132457270862
0.05075,0.0723,0.1003,0.1041,0.15365,0.2274,0.2531,0.2768,0.27875,0.27705,0.25555,0.17525,0.45339987,3.520989470036337,3,0.4393887925902895
0.04015,0.0579,0.08035,0.0867,0.1306,0.2026,0.2206,0.2286,0.24355,0.2477,0.23655,0.17335,0.45004755,3.460339091737341,3,0.2743573106187358
0.03565,0.0429,0.06775,0.0695,0.11975,0.1923,0.2149,0.2333,0.2456,0.2468,0.22425,0.1544,0.54095113,3.5513146591858344,3,0.2209569558864801
0.04435,0.05275,0.0736,0.079,0.1335,0.18435,0.20975,0.2391,0.2457,0.2578,0.2668,0.18285,0.50330085,3.378027864045848,3,0.1959612295635122
0.0649,0.1115,0.1484,0.1758,0.17425,0.2118,0.22705,0.2648,0.25015,0.2497,0.32095,0.25315,0.20199731,3.4646712616158406,3,0.1472148150326762
0.04865,0.0716,0.09,0.1049,0.1343,0.21055,0.2359,0.2729,0.26395,0.272,0.24495,0.16505,0.4446797,3.449508667041092,3,0.626560805574327
0.05725,0.0525,0.0668,0.0805,0.11285,0.1636,0.16745,0.1919,0.19965,0.21515,0.25085,0.1936,0.40895742,3.557812914003584,3,0.6262917509930284
0.04205,0.0576,0.084,0.0875,0.1359,0.20055,0.2148,0.2241,0.23755,0.24205,0.2544,0.1844,0.43838254,3.5166573001578367,3,0.2489648059363954
0.0589,0.0453,0.07055,0.06755,0.1319,0.2076,0.2305,0.2493,0.2572,0.26555,0.23225,0.15145,0.57361525,3.464671261615841,3,0.1583632129934322
